Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
21.987	2361.55	990.475	1159.62	2351.4	985.212	948.255	2173.76	1035.43	1103.03	2173.62	1037.94	1015.07	2276.19	1072.9	1211.96	2268.62	1072.38	899.656	2409.83	716.434	1228.82	2495.01	649.197	1207.16	2371.17	684.109	1180.48	2456.4	620.052	1151.09	2339.54	441.659	1191.12	2286.87	380.848	1178.34	2316.38	470.402	1152.11	2262.46	411.664	1140.31	2186.06	362.579	1112.56	2139.38	341.917	1112.51	2161.22	337.379	1155.11	2150.14	677.798	902.128	2143.15	568.669	919.183	2101.79	690.353	949.958	2090.5	582.209	969.361	1931.57	277.8	964.4	1890.68	213.832	993.18	1904.06	311.298	995.04	1860.68	243.916	1021.78	1782.89	174.598	1056.09	1751.12	136.82	1067.74	1778.93	125.169	1019.13	2288.32	160.128	1111.07	2256.42	195.35	1212.24	1960.37	51.2797	1103.46	1913.05	42.9541	992.92
21.993	2363.45	997.592	1159.59	2354.81	987.855	949.025	2175.46	1040.69	1100.95	2176.7	1042.44	1012.09	2276.73	1080.09	1210.83	2278.05	1076.92	898.906	2414.3	725.068	1228.1	2499.84	658.754	1205.07	2375.48	693.389	1179.11	2460.92	629.572	1149.25	2356.77	432.471	1190.3	2309.38	367.489	1177.56	2330.24	459.42	1151.81	2282.58	396.05	1139.91	2210.13	340.694	1112.41	2164.37	316.795	1112.73	2187.32	313.801	1154.74	2142.5	687.749	901.441	2129.04	579.338	918.42	2095.01	703.32	949.188	2077.39	595.9	968.876	1911.68	288.269	962.573	1871.05	223.781	990.316	1884.87	321.212	994.377	1841.94	253.28	1020.58	1766.6	187.705	1053.95	1732.48	152.426	1066.54	1759.02	137.281	1018.59	2329.2	147.508	1110.98	2293.99	180.07	1211.66	1933.91	51.3989	1104.06	1885.8	44.9794	992.656
22	2365.59	1004.66	1159.55	2358.09	990.221	949.651	2177.39	1046.08	1099.26	2180.28	1047.16	1008.98	2277.49	1087.08	1209.32	2287.48	1081.1	897.741	2418.45	733.506	1227.29	2503.77	667.449	1203.19	2379.19	702.027	1178.27	2464.15	638.177	1147.57	2374.39	423.207	1189.13	2332.42	354.438	1176.82	2345.51	447.763	1150.72	2303	380.938	1138.95	2236.09	319.353	1111.56	2192.12	292.215	1112.31	2215.3	290.898	1154.13	2135.62	698.01	900.427	2115.89	590.46	917.225	2089.48	716.329	948.45	2065.49	610.225	968.004	1893.43	299.084	960.105	1853.31	234.094	987.061	1867.29	331.191	993.732	1825.19	262.501	1019.36	1753.18	201.458	1051.73	1716.4	169.489	1065.43	1741.01	151.224	1017.48	2369.89	136.565	1110.07	2332.51	166.11	1210.79	1907.87	52.1408	1103.39	1858.79	47.4888	992.377
22.007	2367.6	1011.54	1159.6	2361.44	992.383	950.402	2179.4	1051.27	1097.57	2184.06	1051.77	1006.14	2277.56	1093.88	1208.46	2297.4	1084.93	896.479	2421.93	741.597	1226.78	2506.77	675.336	1201.34	2382.17	710.613	1177.47	2466.03	645.814	1146.68	2392.25	413.7	1187.8	2356.38	341.682	1175.53	2361.32	435.798	1149.38	2324.61	365.362	1137.96	2264.16	298.58	1111.14	2221.68	268.732	1111.33	2245.03	268.96	1153.06	2129.02	708.213	898.834	2103.56	601.908	915.807	2084.99	728.806	947.861	2054.92	624.362	967.201	1876.99	310.146	957.422	1837.69	244.273	983.633	1851.49	341.215	992.711	1810.37	271.533	1017.46	1742.55	215.712	1049.28	1703.32	187.623	1064.12	1725.35	165.964	1016.5	2411.2	127.081	1108.92	2371.66	153.597	1209.58	1883.24	53.4908	1102.49	1832.04	50.4337	992.256
22.013	2369.72	1018.06	1159.79	2364.69	994.463	951.338	2181.78	1057.19	1095.65	2188.06	1056.47	1003.93	2277.8	1100.48	1207.55	2307.07	1088.02	895.516	2424.82	749.326	1225.75	2508.79	682.146	1199.4	2384.3	718.639	1176.75	2466.68	652.195	1146.31	2410.56	404.344	1186.13	2381	329.376	1174.35	2377.93	423.556	1147.8	2347.4	350.184	1136.48	2292.68	279.325	1109.49	2252.77	246.35	1110.09	2276.4	247.951	1151.47	2122.83	718.03	897.301	2092.24	613.074	914.48	2080.66	740.661	947.263	2045.23	637.958	966.276	1862.35	321.383	954.365	1823.85	254.659	979.146	1837.73	351.331	991.201	1797.68	280.548	1015.11	1734.58	230.376	1046.27	1693.25	206.796	1062.94	1711.75	181.838	1015.5	2452.74	119.417	1107.34	2411.37	142.744	1207.96	1860.04	56.6625	1101.02	1805.73	55.001	992.144
22.02	2370.98	1024.18	1159.6	2367.63	996.417	952.509	2184.86	1062.9	1093.42	2191.5	1061.75	1001.56	2277.83	1107.45	1206.63	2316.3	1090.33	894.601	2426.75	756.803	1224.28	2509.55	688.024	1198.11	2385.06	725.814	1176.64	2465.92	657.038	1146.32	2429.24	394.911	1184.55	2406.17	317.745	1172.72	2394.76	411.337	1146.65	2370.96	335.658	1134.91	2322.26	261.397	1107.4	2285.47	225.312	1107.43	2308.77	228.635	1149.47	2116.73	727.211	895.935	2081.86	623.724	913.251	2076.41	751.483	946.906	2036.39	650.523	965.738	1849.43	332.635	951.234	1811.5	265.138	974.68	1825.35	361.297	989.602	1786.53	289.582	1012.48	1728.67	245.538	1042.7	1685.67	226.605	1061.32	1700.28	198.529	1014.03	2495.07	113.964	1105.31	2451.54	133.813	1205.83	1838.67	61.116	1097.73	1780.11	61.6696	992.107
22.027	2372.73	1029.6	1159.59	2370.37	998.299	953.622	2187.46	1068.48	1091.76	2195.08	1066.43	999.531	2279.14	1113.69	1205.17	2325.04	1092.12	893.9	2427.67	763.419	1222.14	2509.21	692.822	1196.38	2384.58	731.354	1176.65	2463.69	660.807	1147.04	2448.09	385.793	1182.97	2431.74	306.867	1170.81	2412.26	399.635	1145.52	2394.97	322.121	1133.06	2353.16	243.834	1105.06	2319.13	205.558	1105.53	2342.06	210.461	1146.69	2110.86	735.766	895.087	2072.43	633.222	912.445	2072.72	761.018	947.359	2028.62	661.479	965.322	1837.39	343.944	947.994	1799.64	275.945	970.42	1814.36	371.687	987.712	1775.82	299.454	1009.66	1722.95	261.139	1038.55	1679.18	246.363	1059.07	1689.76	216.102	1011.98	2536.73	110.733	1102.59	2491.95	127.241	1203.14	1818.67	68.1706	1094.26	1756.84	70.8065	991.417
22.033	2374.18	1034.29	1159.23	2372.32	1000.22	954.496	2189.84	1073.77	1090.3	2197.71	1071.23	997.573	2278.87	1119.77	1204.82	2333.03	1093.81	892.958	2427.79	768.705	1219.12	2507.82	696.367	1194.24	2382.61	734.938	1177.16	2460.4	662.483	1148.19	2466.73	377.038	1181.31	2456.68	297.378	1168.47	2430.01	388.448	1143.77	2419	309.796	1131.14	2383.81	227.981	1101.94	2354.12	185.975	1101.89	2375.63	193.798	1143.85	2105.68	743.521	896.135	2064.67	641.812	911.959	2069.28	769.076	948.55	2022.01	670.927	965.648	1826.63	355.263	945.363	1788.1	287.413	967.237	1804.16	382.686	985.36	1764.91	310.687	1006.97	1716.27	277.117	1034.5	1672.27	265.813	1055.79	1679.65	234.102	1009.37	2577.98	110.426	1099.25	2532.08	122.896	1199.71	1800.22	77.8069	1089.37	1735.94	82.1717	989.723
22.04	2375.22	1038.16	1158.52	2373.66	1002.05	954.771	2191.94	1078.62	1088.75	2200.14	1076.02	995.829	2279.33	1125.28	1204.13	2339.8	1095.88	892.084	2426.5	772.653	1216.29	2505.58	698.888	1191.99	2379.6	736.443	1178.69	2456.22	662.351	1150.67	2484.83	369.078	1179.42	2481.12	288.881	1165.89	2447.74	378.113	1141.3	2442.87	298.507	1128.15	2414.32	213.231	1098.8	2388.31	168.82	1098.38	2408.98	178.196	1140.72	2101.48	750.548	897.235	2058.8	649.372	911.842	2066.21	775.949	950.652	2017	678.421	966.458	1816.82	366.778	943.215	1776.86	299.654	964.552	1794.66	394.488	983.076	1753.86	323.255	1004.18	1707.31	292.753	1031.5	1662.82	283.652	1053.4	1668.23	251.5	1006.91	2618.14	113.368	1095.29	2571.41	120.872	1195.71	1782.72	88.6264	1084.04	1718.07	93.7504	987.865
22.047	2375.94	1041.33	1157.25	2374.32	1003.95	954.369	2193.48	1083.22	1087.05	2202.03	1080.7	994.254	2279.82	1130.06	1203.65	2345.13	1098.15	891.956	2424.19	775.434	1213.94	2502.59	700.583	1190.28	2376.34	736.699	1180.61	2451.64	661.188	1153.38	2502.15	361.89	1177.31	2504.24	281.838	1163.48	2465.48	368.145	1138.25	2465.84	288.929	1125.2	2444.06	199.65	1095.76	2422.44	152.95	1094.5	2442.03	163.648	1136.82	2098.75	756.653	898.935	2055.03	655.844	912.576	2063.92	781.766	952.803	2013.35	684.658	966.461	1807.79	378.442	941.489	1765.79	312.155	962.428	1786.04	406.578	981.173	1742.97	336.468	1001.84	1696.62	307.882	1029.52	1651.86	300.468	1051.56	1655.56	268.418	1004.72	2656.6	119.577	1090.63	2609.3	121.069	1191.28	1762.28	98.1145	1078.81	1699.81	105.972	985.807
22.053	2376.16	1043.88	1155.83	2374.45	1006.1	953.627	2194.55	1087.34	1085.78	2203.35	1084.86	992.93	2280.42	1134.11	1203.24	2348.58	1100.23	892.66	2422.05	775.989	1212.74	2499.62	700.04	1188.88	2373.35	736.504	1181.78	2447.37	659.655	1154.97	2518.35	355.585	1175.41	2525.61	275.954	1160.76	2481.88	359.822	1135.85	2487.33	280.99	1122.4	2472.69	187.187	1092.69	2455.85	138.525	1090.39	2475.05	149.913	1132.72	2097.45	761.853	900.889	2053.43	661.086	913.568	2062.78	786.367	954.92	2011.84	689.358	967.347	1799.56	389.361	939.813	1754.92	324.875	960.529	1778.52	418.479	979.312	1732.74	350.033	999.815	1685.2	323.447	1027.65	1639.8	317.952	1048.9	1642.67	286.013	1002.15	2692.26	128.688	1085.3	2645.58	123.208	1185.92	1741.54	111.922	1077.27	1679.67	123.01	982.202
22.06	2375.96	1045.79	1153.92	2374.16	1008.3	952.806	2195.03	1090.98	1085.1	2203.83	1088.42	992.011	2281.13	1137.4	1202.72	2349.77	1102.7	893.673	2420.12	775.168	1212.12	2496.58	698.349	1188.28	2370.67	736.008	1182.05	2443.53	657.992	1155.61	2533.01	349.998	1173.46	2545.32	271.33	1158.01	2496.65	352.532	1133.73	2507.26	274.414	1118.88	2499.99	175.936	1089.84	2488.25	125.894	1086.24	2506.54	137.932	1128.55	2097.54	765.722	902.411	2053.5	664.753	913.922	2062.83	789.649	956.503	2012.1	692.381	969.111	1791.74	400.849	938.147	1744.44	338.481	958.924	1772.25	431.004	977.433	1723.02	364.947	997.675	1673.26	340.088	1024.9	1627.33	336.185	1045.25	1630.15	304.168	998.38	2724.4	139.842	1079.11	2678.99	127.331	1180.86	1721.17	126.838	1075.74	1661.89	140.181	978.38
22.067	2375.63	1047.43	1152.19	2373.7	1010.6	951.96	2194.96	1093.82	1084.87	2203.61	1091.18	991.557	2282.55	1139.72	1201.84	2348.79	1105.6	894.592	2418.19	773.454	1212.35	2493.36	695.48	1188.68	2368.05	735.159	1181.96	2439.85	656.099	1155.64	2545.94	344.872	1171.8	2562.98	267.597	1155.84	2509.94	346.091	1131.95	2525.39	268.904	1115.74	2525.8	166.488	1086.89	2518.85	115.736	1081.84	2536.45	128.182	1124.41	2099.07	767.757	903.13	2055.1	666.63	914.346	2064.33	791.365	957.407	2014.12	693.698	969.128	1785.35	412.72	937.152	1735.19	352.645	957.405	1766.83	443.947	975.98	1714.03	380.581	995.704	1662.37	357.424	1021.36	1615.74	355.154	1040.41	1618.8	323.045	993.676	2752.65	152.674	1072.38	2710.41	132.43	1173.31	1701.74	142.405	1073.13	1645.53	157.765	975.055
22.073	2375.42	1048.93	1150.92	2373.23	1012.9	951.023	2194.58	1095.91	1085.16	2202.87	1093.47	991.557	2282.18	1141.34	1201.8	2345.94	1108.95	894.924	2416.01	770.788	1213.37	2489.8	691.768	1189.5	2365.36	733.956	1181.89	2436	653.856	1155.15	2557.3	340.126	1169.99	2579.3	264.096	1152.2	2521.91	339.829	1129.12	2541.61	263.912	1112.59	2549.47	159.623	1084.04	2546.67	108.63	1077.42	2564.01	121.129	1120.19	2101.64	767.812	902.891	2058.27	666.577	914.518	2067.01	791.396	957.26	2017.79	693.25	970.363	1781.16	424.434	936.477	1727.33	367.009	955.946	1762.84	456.765	974.651	1706.78	395.978	993.676	1653.06	375.472	1017.68	1605.81	375.116	1035.29	1609	342.867	988.621	2776.35	165.557	1065	2737.85	138.46	1166.25	1682.39	159.643	1072.23	1629.95	176.564	971.767
22.08	2375.5	1049.82	1149.03	2372.88	1015.14	949.873	2194.32	1097.23	1085.67	2201.83	1094.98	991.974	2282.4	1142.11	1201.25	2341.88	1112.2	894.865	2413.45	767.499	1214.96	2485.5	686.857	1191.09	2362.57	732.489	1181.75	2432.02	651.581	1154.13	2567.41	335.719	1167.85	2593.74	261.112	1149.43	2532.38	333.775	1126.7	2556.27	259.235	1109.81	2570.13	154.981	1081.66	2570.8	104.355	1072.99	2588.36	116.821	1115.71	2105.04	766.363	901.994	2062.63	664.851	914.494	2070.62	789.889	956.294	2022.63	691.409	970.959	1777.67	436.117	935.698	1720.75	381.45	954.549	1760.84	469.385	973.645	1701.68	411.533	992.163	1645.86	394.035	1013.87	1598.07	396.007	1029.86	1601.23	363.372	983.375	2796.02	177.919	1057.27	2761.68	144.949	1158.69	1663.95	177.504	1071	1615.55	195.816	968.852
22.087	2375.92	1050.54	1147.55	2372.58	1017.21	948.586	2194.76	1097.96	1086.26	2200.7	1095.58	992.84	2283.42	1141.87	1200.21	2337	1115.07	894.538	2410.52	763.768	1216.77	2481.23	682.05	1192.91	2359.64	730.689	1181.39	2428.03	649.22	1153.23	2576.49	331.986	1165.73	2606.67	258.88	1146.64	2541.26	328.488	1124.79	2568.73	255.405	1107.2	2587.46	152.432	1078.6	2590.68	101.961	1068.78	2608.64	114.416	1111.36	2108.86	763.356	900.7	2067.68	661.623	914.446	2074.54	787.114	955.353	2028.11	688.228	971.289	1775.74	447.469	934.596	1715.77	396.12	953.102	1760.43	481.664	972.548	1697.77	427.307	990.488	1641.01	412.968	1010.23	1592.81	417.556	1024.55	1595.76	384.182	978.344	2810.87	187.965	1048.51	2781.29	150.628	1150.81	1646.66	196.465	1070.09	1602.49	215.984	966.173
22.093	2376.44	1050.93	1146.05	2372.23	1018.87	947.074	2194.6	1097.6	1087.08	2199.29	1095.59	993.887	2283.6	1140.81	1199.5	2331.32	1117.48	894.25	2407.42	759.471	1218.79	2477.2	677.018	1194.53	2356.8	728.257	1180.7	2424.38	646.822	1152.13	2584.1	329.122	1163.37	2616.95	257.674	1143.28	2548.03	324.231	1123.15	2578.6	252.559	1104.74	2600.9	151.06	1074.91	2605.6	101.005	1064.39	2624.11	113.197	1106.87	2113.37	759.518	899.412	2073.69	657.437	914.438	2079.03	783.231	953.941	2034.37	683.684	971.558	1775.51	458.618	933.533	1712.45	410.741	952.05	1761.53	493.819	971.374	1695.99	442.887	988.768	1638.45	432.16	1006.72	1590.13	439.441	1019.62	1592.97	404.874	974.478	2821.74	195.477	1040.71	2796.38	154.847	1142.71	1631.07	216.401	1069.25	1591.05	236.906	963.986
22.1	2376.99	1051.02	1144.51	2371.92	1020.15	945.386	2194.28	1096.37	1087.62	2198.12	1095.14	995.041	2283.88	1139.19	1198.82	2326.13	1119.47	893.468	2404.41	755.149	1220.36	2473.4	672.061	1195.85	2354.1	725.429	1180.12	2421.08	643.781	1151.25	2589.18	326.921	1160.91	2624.8	256.997	1139.55	2552.74	320.794	1121.03	2585.53	250.456	1101.7	2610.11	150.78	1071.3	2615.56	100.971	1060.04	2634.73	112.967	1102.63	2118.31	754.631	898.246	2080.56	652.021	914.532	2083.9	778.266	953.018	2041.37	678.168	970.913	1776.48	468.697	931.54	1710.4	424.487	950.488	1764.58	505.372	969.753	1695.94	458.391	986.663	1638.23	452.037	1003.28	1589.9	461.544	1015.31	1591.53	426.54	970.17	2829.15	199.977	1033.06	2806.96	157.147	1134.96	1617.79	237.068	1068.21	1581.26	258.475	961.862
22.107	2377.46	1050.82	1142.83	2371.72	1020.77	943.552	2193.81	1094.42	1088.05	2197.3	1093.78	996.343	2284.21	1137.25	1198.17	2320.73	1121.03	892.494	2401.8	750.375	1221.81	2470.4	667.312	1196.28	2351.94	722.113	1179.66	2418.52	640.645	1150.17	2591.83	324.258	1158.43	2628.91	255.439	1135.96	2555.65	318.228	1118.17	2589.75	248.911	1098.06	2615.35	150.64	1067.49	2620.76	101.065	1055.54	2640.87	112.694	1097.65	2123.66	749.11	897.198	2087.96	645.924	914.46	2089.26	772.496	952.262	2048.82	671.551	971.699	1779.74	479.228	931.141	1711.09	438.873	948.656	1769.25	516.452	967.808	1697.92	473.759	984.272	1639.94	470.831	1000.66	1591.97	483.621	1011.84	1592.65	447.797	966.985	2833.55	201.196	1026.12	2813.2	157.178	1128.03	1607.3	258.328	1066.85	1573.31	280.78	959.834
22.113	2377.77	1050.26	1141.09	2371.42	1020.7	941.688	2193.22	1091.87	1088.21	2196.6	1092.12	997.497	2284.6	1134.89	1197.56	2315.79	1122.28	891.667	2399.93	745.672	1222.53	2468.26	663.059	1195.89	2350.82	719.893	1179.53	2416.98	637.355	1148.79	2592.2	321.397	1155.49	2630.01	253.236	1132.32	2556.33	315.631	1115.15	2591.27	246.697	1094.05	2616.94	150.079	1063.36	2621.95	100.605	1050.76	2642.5	111.625	1092.82	2128.96	743.091	896.333	2095.71	639.291	914.113	2095.02	765.85	951.75	2056.87	664.269	971.392	1784.49	488.503	929.792	1713.87	452.818	946.551	1775.78	526.93	965.367	1701.95	488.695	981.696	1643.95	489.714	998.331	1596.71	505.442	1008.9	1596.14	469.07	964.635	2835.12	199.83	1020.21	2815.64	154.555	1121.4	1599.59	279.814	1065.29	1567.91	303.456	957.824
22.12	2377.9	1049.15	1139.49	2371.1	1019.97	940.098	2192.51	1088.78	1088.1	2195.99	1089.67	998.103	2284.97	1132.2	1196.91	2310.9	1122.68	890.73	2398.67	741.602	1222.16	2467.31	659.574	1193.98	2349.83	716.344	1178.66	2415.76	633.556	1147.18	2590.24	318.224	1152.19	2628.3	250.124	1128.86	2554.61	312.57	1111.49	2589.91	243.983	1090.1	2615.12	148.758	1060.21	2619.5	99.55	1045.82	2640.36	109.341	1088.18	2133.89	736.797	895.277	2103.38	632.245	913.744	2101.08	758.642	951.585	2065.15	656.234	972.413	1790.91	497.16	927.873	1718.35	465.589	945.063	1784.08	536.737	962.679	1708.08	503.352	978.458	1650.39	508.484	996.361	1604	526.898	1006.57	1601.94	490.101	962.481	2833.85	196.197	1015.64	2814.2	149.56	1116.45	1594.53	301.169	1063.44	1564.76	326.351	955.56
22.127	2377.87	1047.51	1138.26	2370.99	1018.54	938.57	2191.69	1085.14	1087.61	2195.96	1086.16	997.889	2285.04	1129.65	1196.46	2306.35	1121.9	889.948	2398.04	738.159	1220.66	2466.48	656.636	1192.12	2348.58	713.081	1177.56	2414.47	630.433	1145.82	2586.11	314.38	1148.79	2623.37	245.78	1125.77	2550.78	309.033	1107.91	2585.79	240.272	1087.03	2610.43	146.08	1054.71	2613.87	96.9364	1040.93	2634.85	106.027	1083.15	2139.74	729.727	894.922	2111.31	624.669	913.597	2107.08	751.011	951.478	2074.14	647.768	973.226	1798.67	505.479	926.34	1724.82	477.738	943.207	1794.06	545.738	959.672	1716.14	516.584	975.951	1659.3	525.906	994.932	1613.86	546.566	1004.9	1610.14	510.268	960.708	2829.72	190.787	1012.8	2809.22	142.993	1112.55	1592.09	322.019	1061.44	1564.39	349.08	953.32
22.133	2377.65	1045.34	1137.51	2371.09	1016.62	937.321	2191.02	1080.86	1087.21	2195.76	1081.62	997.528	2284.49	1126.76	1196.38	2302.48	1119.68	889.17	2396.88	735.883	1218.36	2465.1	653.982	1190.72	2346.35	710.26	1176.61	2412.89	627.312	1144.92	2579.96	309.844	1145.49	2616.54	240.871	1122.55	2544.76	304.855	1104.19	2579.15	235.781	1082.94	2602.35	141.839	1050.76	2605.28	92.6799	1036.14	2626.04	101.054	1078.63	2146.08	722.226	894.801	2119.53	616.641	913.599	2113.21	742.96	951.428	2082.3	639.104	973.407	1808.29	511.958	924.065	1732.57	489.026	940.402	1805.36	553.873	956.878	1725.87	529.396	973.186	1670.05	542.329	993.674	1625.77	565.335	1003.39	1620.45	529.229	959.112	2822.64	183.648	1010.47	2800.6	135.384	1109.79	1592.2	341.847	1059.2	1566.42	370.809	951.223
22.14	2377.29	1042.65	1137.26	2371.24	1014.2	936.36	2190.01	1076.73	1086.89	2195.42	1076.51	997.05	2283.42	1123.99	1196.11	2299.59	1115.86	888.337	2395.69	733.469	1215.85	2463.7	651.162	1189.19	2345.02	707.18	1174.7	2411.35	623.812	1143.54	2572.19	304.601	1142.16	2607.51	235.026	1118.97	2537.04	300.608	1100.67	2569.91	230.773	1079.33	2591.52	135.973	1046.44	2593.8	86.8238	1031.51	2614.12	94.7532	1074.12	2152.36	714.485	894.801	2128	608.449	913.628	2119.1	734.647	951.355	2090.43	630.24	973.6	1818.54	518.76	922.278	1741.96	500.045	940.679	1817.63	561.297	954.538	1736.95	541.034	971.066	1682.42	557.229	992.62	1639.32	582.388	1002.41	1631.64	547.406	957.208	2812.88	174.528	1008.96	2788.58	126.352	1107.93	1594.61	360.288	1056.74	1570.56	391.32	948.755
22.147	2376.98	1039.74	1137.48	2371.54	1011.37	935.724	2190.12	1071.53	1086.28	2195.19	1070.93	996.389	2281.68	1120.91	1195.68	2297.55	1110.95	887.287	2394.48	730.363	1213.41	2462.05	647.231	1187.4	2343.74	703.674	1172.58	2409.82	620.292	1141.7	2562.68	298.533	1139.2	2596.35	228.123	1115.46	2527.88	295.985	1097.25	2558.76	225.16	1075.9	2577.96	129.563	1042.14	2579.41	80.4137	1027.4	2599.18	87.8876	1070.31	2158.29	706.747	894.704	2136.38	600.226	913.395	2124.85	726.125	951.373	2098.63	621.085	973.595	1830.32	524.745	921.821	1753.08	509.488	939.671	1830.9	567.967	952.773	1749.33	551.293	969.526	1696.46	570.466	991.876	1654.32	597.513	1001.92	1645.08	563.414	956.266	2800.54	163.425	1007.96	2773.64	115.59	1106.54	1599.24	376.882	1053.62	1577.04	410.358	946.242
22.153	2377.05	1036.67	1138.22	2371.72	1007.98	935.261	2189.46	1066.89	1085.32	2194.96	1065.25	995.719	2279.43	1117.71	1195.24	2296.9	1105.29	886.241	2393.42	726.48	1210.85	2460.46	642.704	1185.31	2342.53	699.729	1170.14	2408.93	615.949	1139.12	2552.1	291.981	1136.18	2583.27	220.657	1112.78	2517.52	291.041	1094.1	2546.08	219.508	1072.28	2562.02	123.052	1038.59	2562.13	73.8443	1023.57	2581.57	80.6096	1066.89	2163.73	699.188	894.526	2144.57	592.056	913.002	2130.33	717.544	951.432	2107.07	611.581	973.487	1842.42	530.524	920.497	1764.32	519.025	938.407	1845.24	572.777	952.146	1762.7	560.7	968.221	1711.22	582.318	991.354	1670.24	610.853	1001.86	1659.74	577.633	955.684	2786.09	150.35	1007.49	2756.21	102.657	1104.85	1605.45	392.278	1050.65	1585.47	427.68	943.341
22.16	2376.62	1033.62	1138.92	2371.85	1004.31	934.949	2189.64	1061.07	1084.24	2195.1	1059.48	994.774	2277.18	1113.89	1194.3	2297.39	1099.21	885.097	2392.42	721.993	1208.23	2459.11	637.735	1182.94	2341.45	695.298	1167.68	2407.23	611.503	1136.7	2540.49	285.457	1133.76	2568.81	212.979	1110.78	2506.11	285.993	1091.59	2531.9	213.321	1069.94	2544.16	116.585	1035.83	2542.61	67.5033	1020.39	2561.74	73.1726	1064.03	2168.85	691.705	894.391	2152.47	583.983	912.22	2136.31	708.642	952.211	2115.52	602.099	973.442	1855.57	535.483	919.56	1777.07	527.475	937.59	1860.6	577.921	951.733	1777.67	568.886	967.953	1726.36	591.966	992.305	1686.63	622.33	1002.32	1675.08	590.152	955.322	2769.47	136.04	1007.2	2736.29	89.1633	1104.94	1613.86	405.206	1047.25	1595.91	443.05	940.335
22.167	2376.36	1030.38	1139.72	2371.9	1000.03	934.769	2189.21	1055.09	1083.08	2195.37	1053.46	993.229	2274.9	1109.48	1193.12	2299.28	1092.77	883.887	2391.48	716.933	1205.83	2457.8	632.408	1180.5	2340.47	690.474	1165.07	2406.08	606.786	1133.98	2528.19	278.876	1132.2	2553.49	205.253	1109.58	2493.85	280.64	1090.07	2516.57	206.912	1068.72	2524.67	110.386	1034.14	2521.12	61.5069	1018.22	2540.04	66.0636	1061.88	2174.2	684.348	894.158	2160.55	576.088	911.005	2142.02	699.785	952.745	2124.07	592.678	972.438	1869.63	539.452	918.738	1790.77	534.898	936.581	1876.51	581.943	951.26	1793.35	575.736	967.517	1741.91	600.819	993.1	1702.93	632.146	1003.33	1692.13	602.845	955.255	2750.87	120.448	1007.46	2714.23	74.3059	1105.07	1624.01	416.065	1043.71	1608.2	456.246	937.254
