Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
3.673	2414.57	1018.54	1192.82	2402.34	988.142	982.903	2221.73	1039.31	1132.15	2224.06	1035.61	1050.73	2307.47	1084.76	1250.46	2335.33	1084.24	934.281	2425.33	707.727	1267.19	2491.97	621.644	1246.84	2374.29	678.25	1226.71	2439.68	593.498	1202.46	2528.21	266.694	1235.6	2542.95	188.61	1219.31	2491.36	268.492	1195.47	2503.51	190.581	1181.12	2497.63	93.5398	1152.28	2487.03	44.9672	1139.4	2507.31	48.3718	1182.24	2216.66	666.838	945.787	2209.64	558.055	962.66	2183.47	680.516	1004.18	2172.39	572.382	1024.06	1930.14	543.267	988.971	1852.23	543.664	1011.21	1941.77	582.827	1022.55	1859.76	582.478	1044.19	1803.97	612.429	1082.57	1763.77	642.088	1093.09	1757.24	616.254	1042.24	2722.6	73.7614	1119.53	2682.82	41.8004	1222.09	1685.69	421.79	1099.72	1678.26	474.73	997.663
3.68	2415.21	1013.72	1195.28	2403.01	982.764	984.378	2221.99	1031.92	1131.47	2224.6	1028.37	1044.71	2306.55	1078.53	1250.99	2337.88	1077.61	935.016	2421.47	699.024	1267.19	2487.04	612.281	1247.06	2371.44	671.858	1225.37	2435.42	585.634	1200.86	2513.92	258.081	1237.16	2525.43	179.392	1220.45	2476.46	261.372	1197.61	2484.81	182.973	1183.88	2473.54	93.6342	1154.58	2458.31	46.1039	1143.07	2480.32	48.684	1185.22	2222.62	658.595	946.363	2218.56	549.445	962.513	2190.52	670.772	1005.61	2182.24	562.379	1024.81	1946.4	543.919	989.429	1868.56	547.006	1011.5	1959.57	582.652	1023.49	1877.46	585.178	1044.84	1820.91	617.05	1084.77	1781.04	647.004	1095.99	1774.43	622.097	1044.6	2693.18	57.3071	1110	2657.3	41.258	1220.36	1700.56	427.28	1097.89	1694.14	482.355	996.661
3.687	2415.29	1008.1	1197.27	2403.32	976.95	986.021	2221.33	1024.67	1130.85	2224.23	1020.9	1043.81	2306.01	1071.92	1251.85	2339.8	1071.05	935.929	2416.28	689.354	1267.26	2480.79	601.799	1247.04	2366.89	664.086	1223.92	2430.63	577.697	1197.86	2499.59	248.577	1237.09	2506.78	169.941	1217.48	2459.87	255.27	1200.71	2463.71	176.669	1184.58	2445.25	89.0794	1151.62	2429.74	40.2427	1143.87	2451.66	46.6018	1185.67	2229.05	650.175	946.751	2227.78	541.116	961.699	2197.59	661.191	1006.63	2192.55	552.599	1025.12	1963.34	543.67	989.526	1885.54	549.247	1011.44	1977.73	581.495	1024.07	1895.71	586.729	1045.28	1838.31	620.281	1087.18	1798.82	650.366	1098.6	1792.17	627.074	1047.05	2665.85	58.952	1107.27	2629.47	43.8874	1217.62	1716.57	431.219	1095.95	1710.95	488.347	995.892
3.693	2414.36	1001.44	1198.16	2403.69	970.811	987.405	2219.45	1017.89	1130.04	2223.63	1013.54	1042.96	2305.99	1064.64	1253.18	2340.93	1064.26	937.091	2410.83	680.351	1266.65	2473.94	592.243	1245.11	2361.36	656.571	1222.64	2424.43	570.314	1194.85	2485.46	242.258	1230.69	2485.72	163.943	1207.85	2443.01	252.33	1198.44	2440.36	174.423	1178.88	2415.02	86.9251	1143.76	2400.25	37.3935	1139.87	2421.94	47.4016	1180.89	2236.17	641.932	946.656	2237.84	532.939	960.604	2204.94	651.864	1006.89	2203.34	543.264	1024.79	1980.6	542.473	989.333	1903.17	550.112	1011.38	1996.33	579.426	1024.22	1914.53	587.047	1045.4	1856.29	622.272	1088.92	1816.88	652.431	1100.96	1809.29	630.677	1048.01	2638.24	58.1604	1109.02	2598.88	43.8961	1218.63	1733.87	432.966	1093.47	1728.61	492.669	994.924
3.7	2409.95	994.685	1197.81	2403.51	964.2	988.999	2217.04	1011.92	1129.66	2222.78	1006.63	1042.05	2306.44	1057.49	1254.92	2341.02	1057.66	938.13	2406.16	674.681	1265.03	2468.24	586.039	1242.55	2355.81	650.957	1221.93	2418.13	564.489	1192.72	2467.39	243.495	1224.28	2463.95	165.309	1201.84	2425.28	255.237	1192.04	2419.01	177.572	1172.78	2387.47	88.0907	1138.28	2371.91	38.8716	1136.25	2393.79	49.8353	1177.02	2243.94	634.221	946.089	2248.69	525.226	959.324	2212.42	642.735	1006.4	2214.1	533.913	1024.59	1998.59	540.317	988.868	1921.33	550.014	1011.2	2015.29	576.696	1024.13	1933.78	586.374	1045.45	1874.57	623.09	1090.23	1835.27	653.158	1102.7	1827.69	632.338	1049.44	2609.92	56.2265	1105.67	2570.45	44.8455	1215.2	1751.87	433.94	1091.86	1747.04	495.184	994.213
3.707	2406.02	988.755	1197.26	2402.65	957.466	990.841	2214.23	1008.49	1130.22	NaN	NaN	NaN	2307.3	1049.63	1257.25	2340.3	1051.01	939.034	2402.47	673.031	1264.43	2463.83	583.602	1243.01	2351.7	648.859	1222.39	2413.3	561.675	1193.96	2447.3	245.864	1220.8	2440.05	168.038	1198.25	2407.78	260.329	1186.35	2397.64	183.097	1166.56	2360.16	90.6658	1132.63	2343.68	41.4671	1131.64	2365.84	53.5012	1172.27	2252.71	627.565	945.596	2260.37	518.462	957.73	2219.35	633.636	1005.13	2225.97	525.357	1023.19	2016.93	537.591	988.259	1939.99	548.878	1010.7	2034.55	573.222	1023.7	1953.37	584.658	1045.32	1893.21	622.687	1091.13	1853.75	652.649	1103.7	1846.35	632.223	1050.13	2581.86	55.0501	1102.83	2541.47	45.69	1211.25	1770.61	433.436	1090.57	1765.97	495.521	993.318
3.713	2402.59	982.885	1197.67	2401.13	950.734	992.99	2212.19	1007.69	1131.36	NaN	NaN	NaN	2308.03	1042.63	1259.73	2338.53	1044.21	939.566	2398.8	671.301	1265.9	2460.79	582.507	1244.27	2348.48	647.296	1223.29	2409.85	559.951	1195.66	2426.12	248.19	1217.39	2415.09	170.925	1194.12	2389.39	264.666	1180.74	2374.97	188.279	1161.35	2332.83	93.2185	1129.23	2315.23	44.4059	1129.62	2337.64	57.0909	1169.79	2261.35	621.306	944.747	2272.79	512.648	955.544	2227	625.628	1003.88	NaN	NaN	NaN	2035.47	534.148	987.192	1958.74	546.757	1010.07	2053.74	569.409	1023.07	1972.95	582.074	1044.99	1911.7	621.179	1091.12	1872.06	650.748	1103.82	1865.22	630.632	1050.28	2553.5	53.1337	1100.66	2512.45	46.0398	1208.78	1790.02	431.352	1089.61	1785.54	493.722	992.485
3.72	2399.55	977.339	1199.22	2399.06	944.14	994.826	2210.31	1007.27	1132.65	NaN	NaN	NaN	2308.22	1035.81	1262.06	2335.84	1037.41	939.827	2393.48	669.324	1266.88	2455.76	580.475	1245.51	2343.46	645.336	1223.7	2405.54	558.356	1196.09	2404.85	250.253	1216.5	2390.45	173.402	1192.75	2369.7	268.139	1178.69	2351.63	192.535	1159.56	2304.48	95.1526	1127.49	2286.25	46.5708	1128.56	2308.83	59.6163	1168.63	2270.51	615.938	943.627	2286.09	507.845	953.341	2234.94	618.564	1002.36	NaN	NaN	NaN	2054.33	530.435	986.119	1977.95	543.792	1009.44	2073.23	565.317	1022.06	1992.51	578.74	1044.32	1929.92	618.55	1090.38	1889.47	648.451	1102.16	1883.15	627.556	1049.24	2524.37	52.6736	1101.4	2482.81	46.1113	1208.91	1810.2	427.599	1089.04	1805.34	489.821	991.747
3.727	2396.52	973.457	1201.31	2396.1	938.005	996.446	2207.91	1005.89	1132.86	NaN	NaN	NaN	2305.46	1029.76	1263.31	2332.69	1030.57	939.761	2385.94	666.296	1267.3	2447.32	576.776	1246.2	2335.84	643.148	1223.57	2398.02	556.081	1195.06	2385.03	250.422	1216.44	2366.81	174.419	1193.64	2349.79	269.873	1179.78	2328.54	194.951	1160.62	2275.82	96.4612	1127.7	2256.95	48.1442	1129.06	2279.74	61.1614	1169.12	2280.13	611.161	942.699	2300.41	503.918	951.667	2243.74	611.679	1001.24	NaN	NaN	NaN	2073.45	526.428	984.884	1997.16	539.782	1008.15	2092.56	560.924	1020.79	2011.81	574.707	1043.2	1947.63	614.966	1088.72	1906.59	644.248	1100.29	1900.76	623.056	1047.54	2494.96	51.9134	1101.75	2453.29	45.7451	1209.1	1830.93	422.155	1088.75	1825.39	483.457	990.776
3.733	2393.39	970.609	1203.35	2392.91	933.25	998.03	2205.1	1003.94	1132.22	NaN	NaN	NaN	2300.79	1025.68	1262.73	2328.88	1024.11	939.616	2376.2	661.941	1267.56	2436.48	571.289	1245.67	2326.9	640.53	1222.51	2387.68	553.018	1193.11	2363.21	249.474	1218.12	2341.9	174.321	1195.07	2328.67	270.376	1181.8	2303.83	196.6	1162.72	2246.01	97.1072	1129.23	2226.97	48.7112	1130.37	2249.88	61.489	1170.39	2290.49	606.16	941.804	2315.5	500.089	950.183	2253.46	604.815	1000.2	NaN	NaN	NaN	2092.82	522.084	983.624	2016.28	535.122	1006.71	2111.61	556.601	1019.62	2030.77	570.044	1041.71	1964.65	609.86	1085.82	1922.87	638.698	1097.28	1917.51	616.281	1044.59	2464.76	51.4974	1102.65	2423.17	45.4799	1210.25	1852.29	414.917	1088.76	1845.72	474.749	989.858
3.74	2390.2	968.109	1205.32	2390.44	930.577	999.302	2202.29	1001.99	1131.3	NaN	NaN	NaN	2297.51	1023.56	1261.71	2325.16	1019.71	939.607	2366.2	656.848	1267.16	2423.85	564.915	1244.16	2316.62	637.669	1221.19	2374.16	548.771	1191.37	2340.31	247.56	1220.11	2315.45	173.499	1197.25	2305.87	269.885	1184.43	2277.96	197.204	1165.37	2215.37	96.9535	1131.67	2196.33	48.603	1132.43	2219.24	60.7229	1172.49	2301.47	602.148	940.796	2332.19	497.785	949.469	2264.63	598.95	998.732	NaN	NaN	NaN	2111.95	517.399	982.442	2035.13	529.601	1005.08	2130.11	552.591	1018.11	2048.89	564.871	1040.28	1980.43	604.352	1083.58	1937.86	631.702	1093.58	1933.41	608.181	1041.05	2433.75	51.5032	1103.85	2392.74	44.985	1211.66	1874.37	406.011	1089.09	1866.22	463.593	988.933
3.747	2387.15	966.033	1207.03	2388.37	929.304	1000.3	2199.85	1000.63	1130.46	NaN	NaN	NaN	2294.9	1023.29	1261.62	2320.93	1018.93	939.517	2355.11	652.271	1266.52	2409.53	558.641	1242.93	2305	635.441	1220.18	2359.86	544.505	1190.1	2317.19	244.199	1222.1	2289.07	171.19	1199.19	2282.72	267.957	1187.28	2251.46	196.449	1169.11	2184.79	97.1012	1134.32	2165.47	48.7926	1134.6	2188.48	60.4674	1174.66	2313	600.005	939.58	2350.12	497.813	949.377	2275.91	595.284	997.134	NaN	NaN	NaN	2130.46	512.732	981.181	2053.33	523.18	1003.45	2147.64	548.811	1016.72	2066.14	559.43	1037.9	1995.14	597.586	1080.42	1951.2	623.341	1089	1948.25	598.472	1037.19	2402.63	51.3692	1105.28	2362	44.4629	1213.25	1897.06	395.39	1089.49	1887.28	450.216	987.734
3.753	NaN	NaN	NaN	2386.47	929.073	1000.79	2197.35	1000.32	1130.05	NaN	NaN	NaN	2292.61	1024.08	1261.88	2315.93	1020.49	940.433	2343.12	649.018	1266.13	2393.86	553.379	1242.54	2292.44	634.183	1219.67	2343.58	540.966	1189.76	2293.15	239.804	1223.24	2262.05	168.12	1200.25	2257.89	265.082	1190.24	2224.12	195.179	1171.39	2154.26	97.6267	1136.19	2134.66	49.3957	1136.25	2157.73	60.8255	1176.41	2325.66	599.767	938.545	2368.48	500.026	949.463	2288.44	593.623	995.769	NaN	NaN	NaN	2148.35	507.932	980.327	2070.63	516.148	1002.03	2163.94	545.213	1014.94	2082.06	553.355	1035.7	2008.57	590.176	1076.28	1963.04	613.443	1084.09	1961.97	587.326	1033.01	2371.54	51.2638	1106.61	2331.15	44.0583	1214.63	1920.81	383.167	1089.82	1908.98	434.927	986.613
3.76	NaN	NaN	NaN	2384.86	929.912	1000.52	2196.16	1000.99	1130.1	2201.98	990.117	1043.69	2290.65	1025.03	1262.28	2311.03	1022.1	940.428	2330.45	646.167	1266.03	2377.03	548.544	1242.81	2279.29	633.74	1219.21	2326.22	538.128	1189.96	2267.61	237.176	1223.77	2234.67	166.195	1200.65	2231.96	263.37	1191.79	2196.75	194.214	1173.16	2123.7	98.5054	1137.1	2103.87	50.4515	1137.07	2126.99	61.5514	1177.33	2339.36	601.652	936.658	2387.32	504.289	949.464	2301.49	593.963	993.51	NaN	NaN	NaN	2165.32	503.007	979.045	2087.43	508.288	1000.62	2179.28	541.747	1013.02	2097.16	546.792	1033.55	2020.47	581.115	1072.65	1973.61	601.673	1078.64	1974.57	574.476	1028.46	2340.39	51.2518	1107.7	2300.04	43.7875	1215.62	1945.11	369.839	1090.49	1931.97	417.748	985.945
3.767	2379.19	964.703	1209.02	2383.23	932.012	999.755	2195.43	1002.43	1131.04	2201.45	990.787	1043.47	2288.81	1025.99	1262.7	2306.73	1023.91	940.569	2317	644.72	1266.35	2359.56	544.854	1243.82	2265.75	634.189	1219.4	2308.25	536.327	1191.05	2240.25	237.511	1223.79	2205.44	167.588	1200.53	2206.6	265.12	1190.83	2169.02	196.394	1172.05	2093.52	99.973	1136.83	2073.23	52.0445	1137.15	2096.5	63.2583	1177.31	2352.59	605.377	935.371	2405.62	510.847	949.394	2314.13	595.829	991.231	NaN	NaN	NaN	2181.79	498.129	978.064	2103.77	499.81	999.598	2193.75	538.398	1010.91	2111.41	539.633	1031.38	2031.22	570.673	1071.16	1983.27	588.553	1073.77	1986.74	559.843	1024	2309.37	51.197	1107.97	2268.97	43.7171	1215.59	1970.34	355.314	1091.23	1955.25	399.661	984.789
3.773	2377.95	965.199	1209.14	2382	935.056	998.808	2194.73	1004.24	1132.26	2199.9	992.779	1044.92	2287.14	1027	1263.41	2302.93	1026.35	941.186	2303.64	644.211	1266.97	2341.76	542.557	1245.17	2251.89	635.653	1220.18	2289.19	535.732	1192.61	2212.53	238.297	1223.48	2176.06	169.332	1199.86	2180.57	266.667	1189.42	2141.53	199.314	1170.39	2063.57	102.098	1136.21	2042.85	54.3787	1136.67	2066.26	65.481	1176.95	2363.99	611.756	934.396	2422.77	519.601	949.682	2325.84	598.283	989.986	NaN	NaN	NaN	2198.11	493.141	977.387	2119.89	490.795	998.542	2207.47	534.511	1009.83	2125.09	531.816	1029.22	2039.95	558.314	1066.07	1992.35	572.561	1069	1998.49	543.589	1019.65	2278.45	51.058	1107.67	2237.99	43.7333	1215.02	1996.17	340.019	1091.83	1979.58	380.545	983.982
3.78	2377.4	965.777	1209.02	2380.9	938.511	997.857	2194.46	1006.61	1133.23	2198.96	995.224	1046.04	2285.63	1028.77	1264.56	2300.07	1028.93	941.702	2290.51	645.199	1267.85	2324.11	541.786	1246.88	2238.11	638.34	1221.39	2270.92	536.681	1194.79	2185.14	238.989	1223.18	2147.11	170.746	1199.57	2153.85	268.015	1188.99	2113.59	201.35	1169.81	2033.93	104.819	1135.81	2012.72	57.2375	1136.15	2036.18	68.0779	1176.58	2375.48	618.857	935.289	2438.28	530.072	949.656	2336	601.469	989.09	NaN	NaN	NaN	2214.14	488.418	976.775	2136.19	481.525	997.664	2220.68	530.824	1008.21	2138.6	523.259	1027.81	2050.71	544.679	1060.09	2001.54	554.582	1064.26	2010.56	525.26	1016.48	2247.73	50.9831	1107.5	2207.05	43.834	1214.42	2023.1	323.929	1092.21	2004.87	360.903	983.323
3.787	2377.31	965.845	1209.16	2379.96	942.521	996.705	2194.67	1009.44	1134.17	2198.56	998.327	1047.28	2284.3	1031	1266.22	2297.91	1032.08	942.211	2277.99	647.134	1268.93	2307.11	542.308	1248.37	2224.67	642.085	1223.24	2252.76	538.847	1197.13	2157.56	240.643	1223.4	2118.94	172.916	1199.47	2126.91	270.217	1189.28	2085.83	204.089	1169.95	2004.52	108.316	1136.19	1982.73	61.094	1136.2	2006.35	71.4562	1176.57	2385.43	626.319	935.998	2452.78	540.751	949.935	2345.95	605.689	988.552	NaN	NaN	NaN	2229.32	483.443	976.524	2152.36	471.918	996.9	2233.26	526.722	1007.93	2151.92	513.949	1026.81	2060.8	529.036	1057	2010.93	534.549	1060.71	2022.97	505.773	1013.49	2217.03	51.0878	1107.45	2176.31	43.8919	1214.05	2050.53	307.507	1092.77	2031.07	340.914	982.738
3.793	2377.85	966.758	1208.56	2379.45	946.767	995.799	2195.27	1012.69	1135.57	2198.52	1001.87	1048.53	2282.5	1033.27	1268.06	2296.19	1035.83	942.9	2265.7	649.8	1269.81	2290.48	543.558	1249.22	2211.42	646.652	1225.18	2234.93	542.055	1199.14	2130.95	243.676	1223.29	2090.9	176.694	1199.75	2100.42	273.398	1189.09	2058.46	208.037	1170.03	1975.7	112.909	1136.87	1953.19	66.1302	1136.74	1976.95	75.6723	1177.13	2394.6	633.93	936.422	2466.05	551.773	950.848	2355.78	611.387	988.85	NaN	NaN	NaN	2245.25	479.271	976.874	2168.64	461.906	996.413	2245.53	522.218	1008.02	2165.03	503.618	1026.41	2071.62	511.629	1054.88	2020.59	513.115	1057.74	2036.27	485.178	1010.65	2186.68	51.1911	1107.61	2145.49	44.0351	1213.93	2079.59	290.45	1092.48	2057.99	321.026	982.198
3.8	2378.67	967.688	1208.46	2379.63	951.546	995.032	2196.28	1016.16	1136.83	2199.03	1005.95	1049.77	2282.85	1035.62	1268.36	2295.31	1040.17	943.406	2253.87	652.795	1270.12	2273.54	545.84	1249.36	2198.72	652.063	1226.41	2217.08	546.505	1200.35	2104.19	247.859	1223.7	2063.15	181.211	1200.51	2074.27	277.816	1189.26	2031.25	212.938	1170.38	1947.52	118.682	1138.37	1924.12	72.652	1137.49	1948.07	80.7734	1178	2403.08	642.05	937.244	2478.95	563.566	952.719	2365.3	618.141	989.562	NaN	NaN	NaN	2260.07	474.36	976.41	2185	451.156	995.88	2257.11	516.903	1008.26	2178.17	492.283	1026.08	2083.82	492.626	1053.06	2032.52	490.244	1055.54	2050.61	463.74	1008.16	2156.57	51.3823	1107.82	2114.92	44.3867	1213.8	2108.73	273.68	1092.42	2085.9	301.364	981.632
3.807	2379.85	969.149	1208.63	2380.33	956.637	994.815	2197.75	1019.91	1138.28	2199.89	1010.43	1051.05	2285.08	1038.47	1267.34	2295.12	1045.27	944.292	2241.86	656.932	1269.93	2256.43	549.308	1248.75	2186.26	658.885	1226.78	2199.24	552.567	1200.57	2078.26	252.768	1224.41	2036.43	186.68	1201.45	2048.54	283.239	1190.14	2004.58	218.771	1171.64	1920.26	125.971	1140.47	1895.82	80.4199	1138.74	1920.09	87.2679	1179.34	2412.32	651.032	938.821	2490.19	575.442	954.677	2373.93	625.654	990.241	NaN	NaN	NaN	2274.84	468.515	976.511	2201.57	439.58	995.219	2268.47	510.553	1008.5	2191.43	479.917	1025.51	2096.58	472.234	1051.44	2046.03	466.21	1054.13	2066.36	440.962	1007.31	2126.71	51.3883	1107.86	2084.27	45.0611	1213.75	2140.64	256.279	1091.82	2114.75	282.106	981.225
3.813	2381.31	971.171	1208.93	2381.89	962.117	994.858	2199.58	1023.94	1139.56	2200.92	1015.26	1052.35	2288.57	1042.79	1265.98	2295.38	1051.1	944.852	2230.1	662.127	1269.45	2239.67	553.799	1247.45	2174.53	667.114	1226.63	2181.56	560.208	1200.49	2053.13	258.985	1225.44	2010.68	193.21	1202.84	2023.43	289.777	1191.49	1979.11	225.439	1173.06	1894.15	134.579	1142.9	1868.39	90.1052	1140.33	1892.84	95.0859	1181.04	2420.39	660.322	940.051	2500.23	587.246	956.557	2382.33	634.054	991.26	NaN	NaN	NaN	2289.85	461.663	976.6	2218.94	426.945	995.199	2279.81	503.238	1008.39	2205.47	466.64	1024.71	2111.06	452.459	1050.09	2061.38	441.312	1053.4	2083.76	417.651	1006.49	2097.17	51.0533	1107.89	2053.72	46.0904	1213.96	2172.23	240.158	1091.45	2144.75	263.334	980.667
3.82	2383.46	973.51	1209.45	2383.94	967.944	995.288	2201.67	1027.98	1140.94	2202.23	1020.37	1053.42	2293.28	1048.12	1264.66	2296.69	1057.03	945.279	2218.89	667.558	1268.65	2222.53	560.037	1246.81	2163.67	676.957	1226.59	2164.77	569.375	1200.31	2029.04	266.203	1226.7	1986.14	200.666	1204.36	1999.47	297.036	1192.67	1954.69	233.059	1174.64	1869.66	144.539	1145.59	1842.25	101.619	1142	1867.1	104.371	1182.66	2428.07	669.995	941.279	2509.51	599.058	958.75	2390.33	642.981	992.329	NaN	NaN	NaN	2305.25	454.059	977.068	2237.31	413.772	995.784	2291.46	495.208	1008.42	2220.01	452.744	1024.78	2127.25	431.163	1050	2078.59	415.938	1053.31	2102.59	394.204	1006.66	2067.91	50.3597	1107.98	2023.84	46.8162	1214.44	2205.7	224.404	1090.74	2175.71	245.372	980.154
3.827	2385.24	976.045	1209.52	2386.38	974.141	995.957	2204.11	1032.28	1142.01	2203.86	1025.64	1054.03	2299.45	1054.1	1262.98	2298.44	1063.13	945.75	2208.53	675.097	1268.27	2206.6	567.353	1246.59	2153.87	686.982	1226.09	2149.14	579.795	1200.48	2006.29	274.605	1227.85	1962.98	209.048	1206.09	1976.5	305.302	1194.06	1931.26	241.786	1175.97	1847.03	155.457	1147.77	1817.57	113.942	1143.58	1841.99	114.937	1184.63	2435.23	679.695	942.272	2518.39	610.266	961.172	2397.35	652.407	993.145	2480.37	583.691	1017.28	2321.2	446.176	978.063	2256.6	400.597	996.451	2303.65	486.327	1009.09	2235.9	438.164	1025.26	2145.04	409.572	1050.51	2097.34	390.735	1053.73	2123.13	370.842	1006.99	2038.47	49.6057	1107.97	1994.21	47.1715	1214.73	2239.68	209.483	1090.96	2207.71	228.38	979.75
3.833	2387.13	978.589	1209.3	2389.34	980.647	996.927	2206.84	1036.63	1142.78	2205.33	1030.54	1055.56	2306.88	1060.35	1260.77	2300.42	1069.45	945.916	2199.34	683.516	1268.1	2191.65	575.803	1246.54	2144.64	697.992	1225.78	2134.89	591.062	1200.52	1984.68	283.514	1229.27	1941.24	217.957	1207.99	1955.08	314.08	1195.14	1909.85	250.488	1177.29	1826.49	167.266	1149.94	1794.87	127.57	1144.91	1819.43	126.267	1185.67	2442.06	689.354	943.173	2526	621.151	963.163	2404.05	661.838	993.76	2486.84	593.58	1018.26	2337.66	438.248	979.535	2276.63	387.817	997.272	2317.28	476.459	1010.54	2252.8	423.453	1026.28	2164.7	387.764	1051.68	2119.06	364.996	1055.32	2145.7	347.564	1008	2008.97	49.4692	1108.31	1967.89	50.2407	1215.33	2275.04	195.241	1089.22	2240.71	212.502	979.263
3.84	2389	981.241	1208.78	2392.61	987.533	997.881	2209.81	1041.22	1143.36	2207.24	1035.85	1054.8	2314.83	1066.28	1258.32	2302.81	1075.99	946.099	2191.17	692.536	1268.09	2177.49	585.149	1246.8	2137.37	709.517	1225.37	2121.85	603.238	1200.41	1964.9	293.083	1230.58	1921.45	227.369	1209.83	1935.02	323.389	1196.38	1889.99	259.742	1178.69	1808.27	179.718	1151.54	1774.16	142.104	1145.73	1798.3	138.873	1186.65	2448.35	698.763	943.679	2532.73	631.542	965.099	2410.11	671.13	994.014	2493	602.653	1019.44	2354.22	430.367	981.202	2297.52	375.01	998.164	2330.97	466.548	1012.54	2271.11	408.531	1028.07	2185.83	365.905	1053.3	2142.18	339.844	1057.14	2169.71	324.889	1009.76	1980.2	49.1738	1108.11	1939.76	51.6923	1216.37	2309.99	182.302	1089.04	2274.36	197.591	978.925
3.847	2390.91	983.901	1207.98	2395.94	994.509	998.512	2212.97	1045.8	1143.69	2209.68	1041.7	1053.9	2322.79	1071.59	1256.19	2305.21	1082.72	945.877	2183.87	702.229	1268.18	2164.75	595.314	1246.87	2131.3	721.654	1224.95	2110.24	616.144	1200.07	1946.35	303.051	1232.03	1903	237.335	1211.98	1916.74	333.054	1197.49	1872.5	268.427	1179.82	1792.26	192.758	1152.74	1755.38	157.733	1146.19	1779.22	152.207	1187.27	2454.48	707.746	944.039	2538.93	641.357	967.002	2415.59	680.089	993.836	2498.62	611.625	1020.41	2371.16	422.245	983.193	2318.77	362.56	999.656	2345.43	456.066	1014.91	2290.42	393.276	1029.8	2208.78	344.304	1055.49	2167.38	314.823	1059.65	2195.42	302.479	1011.8	1952.32	49.7094	1108.44	1912.92	53.8421	1217.35	2346.91	170.052	1088.38	2308.76	183.748	978.764
3.853	2392.91	986.454	1207.07	2399.22	1001.53	998.605	2216.33	1050.35	1143.89	2212.06	1047.6	1053.18	2330.67	1076.27	1254.48	2307.89	1089.56	945.467	2177.31	712.21	1268.37	2152.33	606.383	1247.54	2126.31	733.804	1224.39	2099.64	629.664	1199.88	1929.24	313.33	1233.59	1886.49	247.154	1213.63	1900.1	342.588	1198.12	1856.35	277.526	1180.71	1779.07	206.085	1153.33	1739.5	174.286	1146.09	1762.35	166.519	1187.29	2460.22	716.511	944.019	2544.54	650.43	968.529	2420.66	688.725	993.338	2503.22	620.237	1021.04	2388.27	413.791	985.146	2340.55	350.261	1001.07	2360.23	445.252	1017.67	2310.5	378.103	1032.17	2233.16	322.995	1058.03	2193.92	290.736	1062.22	2221.9	281.162	1013.53	1924.89	51.0447	1108.04	1886.78	56.3332	1218.14	2383.83	158.844	1087.48	2343.65	170.94	978.643
