Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
6.113	2040.27	1003.62	1135.69	2047.75	986.427	911.157	1875.71	1030.02	1071.7	1879.56	1023.9	967.55	1978.79	1068.96	1173.19	1997.67	1065.21	882.519	2047.98	698.245	1189.93	2101.55	604.485	1166.59	1993.43	675.185	1155.12	2043.79	580.694	1128.78	2112.94	242.643	1116.02	2126.68	164.8	1097.86	2082.75	248.523	1071.55	2093.02	171.011	1054.19	2081.63	74.4903	1039.34	2071.06	25.8638	1044.31	2100.11	43.7744	1083.29	1920.64	701.936	862.827	1924.32	592.525	878.915	1868.27	707.517	910.046	1868.1	598.283	925.738	1632.39	476.867	927.054	1554.4	459.781	940.724	1634.38	510.648	968.091	1551.91	494.529	979.132	1484.71	509.747	999.001	1437.91	530.444	997.423	1444.84	497.143	951.797	2292.67	60.2092	996.575	2264.04	46.8613	1100.28	1425.01	302.402	1032.02	1402.83	344.926	930.613
6.12	2038.88	998.196	1136.97	2047.64	979.414	911.684	1873.6	1023.86	1070.55	1878.62	1016.65	966.404	1977.2	1062.56	1172.58	1998.25	1057.63	881.851	2043.76	693.248	1190.48	2098.06	599.844	1166.96	1989.48	669.914	1155.38	2040.88	575.757	1128.7	2100.74	240.018	1114.27	2111.77	161.632	1096.45	2070.53	246.705	1069.81	2078.33	168.823	1052.22	2062.01	75.07	1037.84	2049.67	27.4623	1043.4	2078.69	44.7343	1082.84	1926.45	693.579	862.896	1933.32	584.15	878.452	1874.7	697.388	910.301	1877.82	588.094	925.61	1647.31	478.596	926.258	1568.65	464.504	940.016	1650.61	512.598	966.759	1567.61	499.306	978.35	1500.22	516.457	999.907	1453.75	538.485	998.538	1459.99	506.192	952.381	2272.44	50.685	995.896	2245.41	44.7144	1102.54	1435.01	310.48	1028.75	1414.02	355.361	928.276
6.127	2037.18	991.749	1138.21	2047.51	972.133	912.422	1870.66	1018	1069.77	1877.02	1009.19	965.627	1975.67	1055.74	1171.86	1998.97	1049.72	881.312	2039.96	689.739	1190.66	2095.24	596.594	1167.8	1986.23	666.173	1154.83	2038.5	572.212	1128.87	2087.87	238.986	1112.79	2096.1	160.08	1095.27	2058.73	246.77	1067.9	2063.16	168.577	1051.25	2040.86	75.1688	1035.02	2027.31	28.3935	1042.53	2056.55	46.113	1081.88	1932.21	685.476	863.039	1942.4	576.142	877.865	1880.59	687.462	910.408	1887.02	578.161	925.063	1662.82	479.917	925.168	1583.72	468.599	939.372	1667.44	513.274	966.512	1584.1	503.4	977.668	1516.41	522.524	999.179	1470.36	545.854	999.365	1476.21	514.099	952.564	2250.04	52.2068	992.737	2222.86	45.3411	1099.38	1446.68	317.577	1025.35	1427.49	364.731	925.779
6.133	2034.3	985.336	1138.53	2046.96	964.74	913.404	1867.25	1012.78	1068.55	1874.77	1001.74	965.059	1974.04	1048.59	1171.11	1999.75	1041.7	881.243	2036.57	687.461	1191.16	2093.13	594.923	1168.76	1982.89	663.638	1154.62	2037.04	569.985	1129.09	2074.89	239.288	1111.82	2078.95	160.177	1093.16	2046.82	249.185	1066.72	2045.95	171.159	1049	2018.79	76.157	1033.04	2004.39	29.1209	1041.15	2033.96	47.2368	1080.1	1938.27	677.928	863.046	1951.97	568.837	877.175	1886.47	677.954	910.341	1896.28	568.737	924.094	1679.07	480.751	924.23	1599.69	472.085	938.465	1684.78	513.948	965.557	1601.57	507.323	976.97	1532.94	527.976	999.712	1487.31	551.237	999.625	1493.08	520.959	952.611	2228.03	48.9256	989.134	2200.26	45.6328	1096.45	1459.77	323.606	1022	1442.59	372.805	922.962
6.14	2030.03	979.152	1139.42	2045.57	957.544	914.362	1863.91	1008.78	1066.48	1872.11	994.659	964.706	1972.67	1041.92	1170.84	1999.95	1033.56	880.904	2032.98	684.897	1192.13	2091.04	593.507	1169.1	1980.16	660.711	1154.63	2035.39	568.225	1128.91	2062.27	241.215	1109.99	2061.56	162.054	1091.48	2033.43	252.449	1065.9	2028.47	174.821	1047.78	1996.8	77.1748	1032.51	1981.96	30.0689	1040.3	2011.53	48.157	1079.13	1944.51	671.497	862.953	1961.82	562.637	876.232	1892.6	669.219	910.054	1905.79	560.373	922.609	1695.85	481.409	923.243	1616.33	474.904	937.645	1702.48	514.379	964.614	1619.13	509.878	976.051	1549.88	532.414	999.905	1504.46	556.189	999.811	1510.41	526.521	952.111	2205.71	48.9435	990.584	2177.85	45.2225	1096.41	1474.43	328.495	1018.68	1458.72	379.272	920.024
6.147	2026.13	974.232	1140.75	2044.44	950.584	916.484	1859.7	1004.79	1064.5	1869.56	988.633	964.035	1970.77	1035.45	1170.97	2000.18	1025.51	881.055	2028.34	682.021	1192.66	2086.94	591.047	1169.5	1975.7	657.574	1154.93	2031.87	565.787	1128.53	2048.19	243.236	1109.28	2044.22	164.094	1091.2	2019.31	254.906	1065.23	2011.28	177.347	1048.41	1974.95	77.8652	1032.53	1959.49	30.8974	1040.49	1989.11	48.8602	1079.36	1951.23	666.245	862.727	1972.68	558.301	875.015	1899.23	661.592	909.395	1915.92	553.146	920.853	1713.17	481.968	922.162	1633.45	477.123	936.667	1720.45	514.573	963.758	1637.14	511.896	975.154	1567.08	535.919	999.695	1521.73	559.927	999.387	1527.99	530.848	951.215	2184.22	48.1072	990.656	2155.72	44.8787	1096.96	1490.25	332.142	1015.55	1476.29	384.004	917.38
6.153	2021.95	970.386	1143.04	2042.24	944.707	917.297	1856.1	1000.78	1061.47	1868	984.281	963.032	1967.71	1029.31	1171.55	1999.71	1017.96	881.272	2022.07	678.611	1192.53	2080.03	587.141	1169.71	1969.48	654.716	1154.45	2025.35	562.745	1127.62	2032.6	243.831	1110.48	2025.93	164.899	1092.42	2004.63	256.605	1066.24	1993.32	179.45	1049.72	1952.25	78.1223	1033.12	1936.67	31.1736	1040.91	1966.27	49.0175	1079.86	1958.64	661.999	862.512	1983.97	554.737	873.806	1906.37	654.828	908.498	1926.85	546.861	918.773	1730.8	482.15	921.282	1650.96	478.839	935.525	1738.56	514.712	962.882	1655.21	513.44	974.152	1584.24	538.409	998.978	1538.86	562.532	998.481	1546.27	533.123	951.2	2161.21	47.3946	991.55	2132.86	44.4474	1097.54	1507.18	334.602	1012.62	1494.69	387.012	914.457
6.16	2017.43	968.283	1146.08	2040.49	939.094	919.19	1852.67	996.788	1058.32	1865.67	980.951	961.874	1961.04	1023.9	1171.96	1998.86	1011.12	881.568	2013.75	674.525	1192.45	2071.15	582.377	1168.81	1962.14	652.302	1152.91	2016.55	559.528	1125.72	2016.23	243.543	1111.94	2006.73	164.982	1093.53	1988.72	257.352	1067.78	1974.55	180.791	1051.06	1929.48	78.3863	1033.79	1913.62	31.3342	1041.39	1943.12	48.7832	1080.51	1966.28	658.913	862.243	1995.89	552.534	872.477	1914.09	648.806	907.339	1938.57	541.68	916.662	1748.78	482.105	920.579	1668.88	479.878	934.137	1756.73	514.813	961.838	1673.29	514.43	972.899	1601.13	539.997	998.05	1555.67	563.896	996.885	1563.93	534.689	949.521	2138.6	47.2576	991.009	2109.77	44.3876	1097.54	1525.04	335.729	1009.92	1514.04	388.332	911.611
6.167	2013.06	967.536	1148.77	2037.52	934.14	921.269	1849.8	993.293	1055.62	1863.28	978.138	960.526	1953.34	1019.82	1171.76	1996.93	1005.55	881.695	2005.49	670.879	1191.43	2061.21	577.751	1168.01	1954.28	650.711	1150.33	2006.92	557.381	1122.98	1999.48	242.443	1112.42	1987.53	164.351	1093.63	1971.9	257.368	1068.45	1955.22	181.38	1051.71	1906.36	78.6089	1033.91	1890.33	31.6245	1041.51	1920.24	49.2467	1080.37	1973.92	657.112	861.694	2008.21	551.823	871.399	1922.26	643.7	905.962	1951.11	537.886	914.575	1766.67	482.085	919.296	1686.57	480.341	932.455	1774.73	514.728	960.712	1691.35	515.08	970.827	1617.35	540.779	996.803	1571.64	564.113	994.797	1581.56	535.005	947.37	2115.3	47.0155	991.271	2086.45	44.2242	1097.77	1543.59	335.607	1007.52	1534.16	387.994	908.817
6.173	2008.87	967.022	1150.62	2035.94	930.099	922.13	1847.14	991.092	1053.69	1861.21	976.393	959.447	1945.7	1016.79	1171.61	1993.27	1002.61	881.56	1996.69	667.794	1190.95	2050.96	573.685	1168.39	1946.15	649.231	1147.95	1997.55	555.052	1121.34	1981.72	240.745	1112.12	1967.44	162.925	1092.88	1954.27	256.421	1068.27	1934.84	181.104	1051.9	1883.01	78.9029	1033.62	1866.79	31.8811	1041.48	1896.69	49.5914	1080.23	1982.46	656.167	861.324	2020.98	552.842	870.366	1929.43	640.611	903.933	1964.39	535.608	912.672	1784.38	481.897	918.237	1704.09	480.104	930.928	1792.15	514.841	959.525	1708.52	514.828	970.088	1632.76	540.516	995.208	1586.67	563.518	992.507	1598.18	533.986	945.025	2091.84	46.5586	991.294	2062.82	44.3046	1097.69	1562.85	334.081	1005.31	1554.58	385.881	905.95
6.18	2005.35	965.909	1151.68	2033.42	928.068	922.543	1844.81	990.393	1053.11	1859.17	975.989	958.926	1939.75	1015.03	1170.78	1987.93	1002.74	881.028	1987.1	665.261	1190.45	2040.15	570.104	1169.32	1937.49	647.909	1146.53	1987.25	552.66	1120.9	1962.55	238.554	1112.07	1945.9	161.379	1092.83	1935.77	255.192	1068.2	1914.35	180.556	1051.21	1859.37	79.2736	1033.32	1843.05	32.2692	1041.26	1873.07	50.0133	1079.96	1990.18	657.145	860.66	2033.46	555.615	869.086	1937.4	638.41	902.007	1977.26	535.343	910.666	1801.6	481.992	917.118	1721.02	479.635	928.881	1808.98	515.069	958.308	1725.43	514.226	968.354	1647.36	539.409	993.372	1600.71	560.993	989.525	1614.1	531.757	942.483	2068.1	46.1905	991.016	2039.05	44.2245	1097.38	1582.67	331.26	1003.23	1575.38	382.212	903.392
6.187	2002.24	964.207	1152.63	2031.43	927.34	922.336	1842.94	990.882	1053.28	1857.42	976.184	958.894	1933.58	1013.44	1170.76	1982.36	1003.87	880.272	1977.79	663.278	1190.62	2028.77	566.854	1170.26	1928.16	647.005	1146.34	1975.8	550.482	1121.59	1942.66	236.843	1111.95	1924.37	160.061	1092.1	1916.76	254.371	1068.2	1893.34	180.253	1050.69	1835.5	79.5917	1033.42	1819.19	32.5585	1041.33	1849.23	50.2769	1079.94	1998.35	659.618	860.382	2045.98	560.075	868.077	1945.23	637.545	900.014	1990.23	536.608	908.916	1818.29	482.088	916.166	1738.26	477.985	929.106	1824.82	515.646	957.201	1741.28	513.424	966.971	1660.83	537.231	992.033	1613.67	557.23	986.348	1629.22	528.11	939.811	2044.26	46.0606	991.085	2015.05	44.0916	1097.4	1602.92	327.2	1001.36	1596.33	377.254	900.908
6.193	1999.45	962.475	1153.32	2029.52	928.345	922.027	1841.3	992.107	1053.78	1855.65	976.85	959.334	1929.58	1012.77	1170.8	1977.61	1004.29	879.534	1968.59	661.954	1191.2	2016.97	563.943	1171.41	1918.39	646.692	1147.09	1963.38	548.696	1123.06	1922.39	236.33	1112.1	1901.97	160.073	1092.46	1897.2	254.47	1067.53	1872.49	180.812	1050.4	1811.63	80.049	1033.69	1795.28	32.9736	1041.35	1825.36	50.6443	1080.15	2005.69	663.11	859.84	2057.65	565.843	866.878	1952.79	637.987	898.051	2002.98	539.296	907.148	1834.22	482.403	915.257	1754.35	476.248	928.075	1839.88	516.258	956.046	1756.36	512.195	965.514	1673.4	533.645	989.646	1625.67	552.134	983.187	1643.38	523.27	937.003	2020.31	45.9455	991.238	1991.12	43.9111	1097.75	1623.6	321.888	999.588	1617.17	371.015	898.488
6.2	1997.13	961.053	1153.84	2029.35	930.845	921.368	1839.81	993.795	1054.25	1854.09	978.191	960.042	1927.04	1012.79	1171.27	1973.77	1004.48	879.374	1959.5	661.032	1191.71	2005.04	561.776	1172.79	1908.64	646.889	1148.1	1950.8	547.476	1124.67	1902.11	236.67	1112.58	1880.07	160.767	1092.84	1877.12	255.353	1068.49	1851.28	182.038	1050.83	1787.74	80.6678	1034.13	1771.43	33.4451	1041.5	1801.59	50.933	1080.39	2012.15	667.473	859.148	2068.71	572.732	866.15	1959.91	639.369	896.136	2014.68	543.298	905.544	1849.55	482.523	914.237	1769.8	473.952	926.773	1853.98	516.885	954.772	1770.62	510.43	963.974	1684.67	528.923	987.988	1636.79	545.642	980.089	1656.51	517.294	934.443	1996.51	45.9458	991.557	1967.26	43.6813	1097.85	1644.65	315.557	997.923	1638.22	363.91	896.295
6.207	1995.13	960.033	1154.23	2028	934.01	921.089	1838.57	995.708	1054.66	1852.8	980.135	960.502	1925.71	1013.79	1171.8	1971.03	1005.17	880.033	1949.78	660.859	1192.33	1992.62	560.202	1173.99	1898.57	647.732	1148.77	1937.96	547.06	1126.18	1881.22	237.178	1113.39	1858.08	161.58	1093.52	1857.93	256.452	1068.34	1830.45	183.265	1050.4	1763.92	81.3416	1034.72	1747.62	34.0292	1041.7	1777.94	51.4121	1080.61	2018.29	672.515	858.365	2079.3	580.516	865.796	1967	642.034	894.846	2025.83	548.492	904.171	1863.75	482.536	912.842	1784.55	471.29	925.381	1867.26	517.499	953.042	1783.74	507.518	962.136	1695.89	523.125	985.032	1647.32	537.526	977.265	1669.03	509.971	932.049	1972.36	45.4802	992.606	1943.45	43.5788	1097.98	1666.2	308.251	996.402	1658.83	355.625	894.415
6.213	1993.46	959.772	1154.59	2027.41	937.395	921.447	1837.61	997.966	1054.89	1851.86	982.611	960.81	1925.09	1015.19	1172.94	1969.58	1006.91	880.93	1939.88	661.325	1192.68	1979.71	559.295	1175.01	1888.29	649.519	1149.13	1924.57	547.492	1127.34	1860.61	237.776	1114.36	1836.25	162.244	1094.11	1837.8	256.932	1069.2	1808.7	184.829	1051.6	1740.08	82.1956	1035.23	1723.9	34.8377	1041.88	1754.11	52.0753	1081.04	2024.13	678.646	858.004	2088.83	589.205	865.13	1973.88	645.696	893.539	2036.21	554.741	902.632	1877.63	482.081	911.928	1798.8	467.821	924.203	1880.04	517.11	951.849	1796.31	504.363	960.563	1706.29	516.013	983.089	1657.23	527.876	975.623	1680.84	501.716	929.518	1948.65	45.6365	992.969	1919.68	43.2515	1098.22	1688.22	300.164	994.944	1679.55	346.792	892.708
6.22	1991.93	960.445	1155.11	2027.12	940.834	922.137	1836.94	1000.54	1055	1851.32	985.534	960.973	1925.54	1017.81	1173.84	1969.96	1009.79	881.72	1929.7	662.541	1192.74	1966.03	559.169	1175.79	1877.79	652.302	1149.16	1910.44	548.949	1128.18	1839.8	238.476	1115.33	1814.28	163.183	1094.98	1817.2	258.143	1070.26	1787.07	186.402	1052.49	1716.49	83.2816	1035.92	1700.35	35.8205	1042.18	1730.52	52.7353	1081.46	2030.04	685.258	857.709	2097.9	598.274	864.617	1980.73	650.231	892.84	2046.41	561.795	902.023	1890.8	481.167	911.054	1812.67	463.676	923.114	1890.93	516.747	950.672	1808.32	500.9	958.659	1716.58	507.665	981.825	1666.93	517.081	973.676	1692.37	491.871	927.993	1925.02	45.7912	993.476	1896.36	43.2532	1098.53	1710.62	291.445	993.745	1700.28	337.274	891.289
6.227	1991.26	962.957	1154.95	2027.05	944.581	923.038	1836.53	1003.37	1054.97	1851.08	989.117	960.96	1926.79	1021.66	1174.26	1970.68	1013.58	881.921	1919.27	664.395	1192.48	1951.69	559.655	1176.08	1867.14	656.01	1148.82	1895.73	551.304	1128.51	1818.98	239.285	1115.8	1792.44	165.031	1095.49	1796.31	260.126	1070.99	1765.12	188.32	1053.26	1692.78	84.5711	1036.61	1676.76	36.9755	1042.34	1707.83	53.2674	1081.54	2035.95	692.378	857.571	2106.68	607.788	864.328	1987.65	655.745	892.248	2056.49	569.376	901.672	1903.24	480.111	910.302	1825.85	458.848	922.145	1901.45	515.925	949.563	1819.8	495.573	957.829	1727.37	499.752	980.447	1676.07	504.068	971.614	1703.65	481.703	925.192	1901.3	46.0488	993.956	1872.94	43.5356	1099.08	1733.81	282.213	992.497	1721.16	327.079	890.014
6.233	1990.86	966.165	1155.32	2026.65	948.762	924.954	1836.44	1006.42	1054.95	1851.05	993.143	960.746	1928.57	1026.3	1174.38	1971.93	1017.98	882.186	1908.56	666.865	1192	1936.45	561.038	1175.27	1856.17	660.421	1148.27	1880.43	554.7	1128.39	1797.53	241.183	1116.21	1770.07	167.189	1096.24	1775.42	261.996	1071.36	1743.35	190.632	1053.64	1669.29	85.9951	1037.21	1653.33	38.373	1042.46	1683.53	54.7998	1082.16	2041.46	699.898	857.228	2115.07	617.576	864.379	1994.38	661.564	891.588	2066.13	577.653	901.563	1914.83	478.753	909.385	1838.76	453.477	921.199	1911.21	514.596	948.762	1830.68	490.165	956.484	1736.63	489.142	978.078	1685.87	490.558	970.079	1714.94	469.32	923.885	1877.77	46.3826	994.327	1849.4	43.515	1099.24	1757.53	272.577	991.409	1742.4	316.446	889.052
6.24	1990.89	970.092	1155.59	2026.92	953.206	926.125	1837.02	1009.72	1055.04	1851.66	997.564	960.472	1930.73	1031.55	1174.25	1973.52	1023.1	882.593	1897.68	670.056	1191.35	1920.94	563.019	1174.74	1845	665.774	1147.6	1864.66	559.116	1127.97	1775.07	243.79	1116.71	1747.56	169.828	1096.78	1753.14	264.332	1071.66	1721.24	193.192	1054.01	1646.04	87.9806	1037.86	1630.01	40.316	1042.7	1660.27	56.339	1082.4	2047.26	707.59	856.806	2123.02	627.706	864.522	2000.93	667.997	891.067	2075.08	586.567	901.633	1926.04	477.155	909.121	1851.5	447.364	920.491	1920.44	512.643	948.092	1841.36	483.923	955.717	1746.92	477.545	976.848	1696.15	475.949	968.743	1726.73	456.476	922.88	1854.15	46.742	994.565	1825.73	43.3576	1099.05	1780.15	263.388	991.039	1764.18	305.605	888.297
6.247	1991.28	973.816	1156.07	2027.59	957.994	927.387	1837.95	1013.48	1055.24	1852.4	1002.48	960.154	1933.31	1037.05	1173.81	1975.26	1028.76	883.074	1886.98	673.937	1190.63	1904.41	565.906	1174.36	1833.71	672.267	1147.2	1848.69	564.66	1127.31	1753.01	246.649	1116.98	1725.34	172.65	1097.05	1731.91	266.734	1071.86	1698.73	196.227	1054.64	1623.24	90.5628	1038.36	1606.8	43.0335	1042.88	1638.02	58.3237	1082.48	2052.58	715.792	856.415	2130.5	638.012	864.702	2007.28	674.933	890.636	2083.68	595.625	901.904	1937.17	474.688	908.763	1864.26	440.13	920.177	1929.22	510.088	947.575	1851.78	476.991	954.98	1757.52	464.956	975.597	1707.1	459.482	966.42	1738.9	442.121	922.29	1830.66	47.1723	994.776	1802.13	43.5305	1098.9	1807.02	253.186	989.74	1786.12	294.568	887.461
6.253	1992	977.144	1156.46	2027.8	962.94	928.596	1839.12	1017.69	1055.77	1853.73	1007.9	959.663	1936.33	1042.45	1173.27	1977.13	1034.74	883.485	1876.43	678.456	1189.88	1888.73	569.742	1173.41	1823.05	679.431	1146.65	1832.81	571.325	1126.59	1730.98	250.295	1117.22	1703.11	176.263	1097.45	1709.81	270.585	1072.07	1676.33	199.917	1055.11	1601.2	95.0347	1039.57	1583.96	47.8218	1043.82	1615.6	62.2927	1083.46	2057.53	724.24	856.054	2137.46	648.415	864.99	2012.96	682.379	890.056	2091.51	605.075	902.129	1948.28	471.602	908.403	1876.91	434.122	919.561	1937.75	506.715	947.052	1862.33	469.195	954.436	1768.67	451.448	974.669	1718.78	442.507	965.194	1752.03	427.276	921.188	1807.1	47.599	994.656	1778.51	44.082	1098.83	1831.86	244.014	990.877	1809.34	283.147	887.05
6.26	1993.09	980.046	1156.56	2029.58	967.978	929.568	1840.6	1022.27	1056.51	1855.19	1013.61	959.412	1939.69	1047.42	1172.69	1978.96	1041.08	883.82	1866.19	683.644	1189.2	1873.19	574.581	1172.56	1812.87	687.348	1146.11	1817.2	579.042	1125.89	1709.17	254.904	1117.36	1681.3	180.925	1097.66	1687.72	275.428	1072.31	1654.33	204.614	1055.47	1580.01	101.113	1040.29	1561.63	54.2343	1043.91	1593.43	67.8138	1085.39	2062.26	732.868	855.804	2143.72	658.945	865.233	2018.17	689.909	889.22	2098.61	614.673	902.304	1959.06	467.833	908.144	1889.96	426.408	919.212	1945.96	502.805	946.566	1872.9	460.818	953.77	1780.5	437.256	973.812	1731.39	424.795	964.216	1765.62	412.013	920.371	1783.94	48.2665	994.567	1754.76	44.9398	1099.29	1857.64	234.262	990.218	1832.84	271.991	886.678
6.267	1994.43	982.627	1156.56	2031.62	973.724	930.409	1842.37	1027.03	1057.59	1856.77	1019.52	959.486	1944.92	1051.58	1171.58	1980.39	1047.48	884.16	1856.35	689.687	1188.72	1858.24	580.476	1171.89	1803.27	696.131	1145.73	1802.54	587.752	1125.28	1688.14	260.919	1117.39	1660.3	186.897	1097.62	1666.88	281.209	1072.23	1633.06	210.671	1055.34	1559.67	108.59	1040.8	1539.86	62.3357	1043.81	1571.93	73.7476	1085.41	2066.47	741.782	855.471	2149.32	669.4	865.483	2023.61	697.991	888.85	2105.3	623.913	902.507	1970.38	463.362	907.857	1903.38	418.18	918.806	1955.23	497.536	946.164	1884.41	451.653	953.213	1792.36	422.665	972.646	1745.06	406.446	963.306	1780.17	395.806	919.757	1760.91	49.145	993.63	1731.08	46.1685	1099.57	1883.8	224.994	990.119	1857.31	260.855	886.678
6.273	1996.02	984.868	1156.44	2033.84	979.622	931.414	1844.32	1032.01	1058.79	1858.15	1025.54	959.838	1949.04	1055.25	1171.16	1982.42	1053.76	884.377	1847.35	696.567	1188.64	1844.49	587.223	1171.46	1794.64	705.908	1145.8	1788.68	597.715	1125.43	1668.15	268.126	1117.21	1640.17	194.158	1097.42	1647.18	288.428	1071.96	1613.34	218.023	1055.15	1540.62	117.566	1040.82	1518.95	72.1997	1043.43	1551.36	82.2082	1083.68	2070.25	750.594	855.306	2154.1	679.605	865.836	2027.63	705.954	887.914	2110.45	633.332	902.443	1981.23	458.706	907.612	1917.47	409.459	918.643	1964.29	491.999	945.808	1896.15	441.871	952.876	1806.37	406.895	972.374	1759.18	388.042	962.216	1795.6	379.39	919.155	1738.02	49.4734	992.987	1708.12	47.0908	1097.75	1911.27	216.417	990.222	1881.83	250.085	886.538
6.28	1997.89	986.972	1156.24	2035.26	985.03	932.005	1846.51	1036.94	1060.18	1859.68	1031.22	960.486	1953.24	1058.78	1170.74	1983.83	1059.82	884.463	1838.94	703.686	1188.89	1831.14	594.628	1171.81	1786.68	715.225	1145.85	1775.99	607.501	1125.45	1649.24	276.621	1117.01	1621.14	202.409	1097.08	1628.57	297.046	1071.38	1594.71	226.472	1054.48	1522.83	127.76	1040.21	1499.15	83.4449	1042.45	1531.7	91.6813	1082.83	2073.35	759.193	855.097	2158.21	689.533	866.14	2031.09	713.796	886.911	2114.82	642.493	902.318	1991.51	454.191	906.363	1931.84	400.548	918.571	1974.1	485.405	945.975	1908.55	431.752	952.33	1820.73	391.177	971.886	1775.41	368.916	961.626	1812.23	362.847	918.539	1715.77	49.2026	993.68	1685.26	48.0727	1096.95	1937.79	208.032	990.347	1906.95	239.443	886.641
6.287	2000.1	988.85	1155.76	2036.67	990.227	932.277	1848.86	1041.7	1061.54	1861.19	1036.86	961.328	1957.8	1061.88	1170.54	1985.08	1065.58	884.359	1831.11	711.153	1189.55	1818.79	602.51	1172.49	1779.51	724.697	1146.19	1764.32	617.484	1125.92	1631.18	285.305	1116.62	1603.23	211.453	1096.55	1611.45	305.877	1070.67	1577.52	235.561	1053.31	1506.34	138.718	1038.97	1480.44	95.6956	1040.92	1513.08	102.108	1081.62	2075.94	767.539	854.964	2161.39	698.877	866.638	2033.9	721.376	886.257	2118.31	651.111	901.8	2003.98	448.03	907.487	1946.84	391.478	918.774	1983.53	478.754	945.841	1922.1	420.865	953.022	1836.07	375.154	971.41	1792.32	349.958	961.084	1829.69	346.135	918.319	1694.35	49.263	994.015	1663.28	49.9444	1096.71	1964.75	199.941	990.575	1932.47	229.256	886.901
6.293	2002.59	990.668	1155.13	2037.93	995.397	932.113	1851.32	1046.23	1062.95	1862.23	1042.47	962.016	1962.58	1064.88	1170.29	1986.07	1071.1	884.167	1824.09	718.737	1190.26	1807.37	610.702	1173.67	1773.04	734.155	1146.85	1753.66	627.647	1126.77	1614.45	294.78	1116.13	1586.46	221.037	1095.42	1595.65	315.29	1069.68	1561.9	244.849	1052.12	1491.3	150.434	1037.41	1463.13	108.901	1038.99	1495.67	113.416	1079.9	2077.84	775.318	854.787	2163.98	707.468	867.256	2035.92	728.752	885.292	2120.84	659.252	901.775	2015.71	442.077	907.669	1962.09	382.116	918.87	1993.72	471.276	946.063	1935.79	409.896	953.386	1852.71	358.601	971.549	1810.57	330.776	961.039	1847.76	329.527	917.983	1673.33	49.2165	994.213	1642.05	52.0442	1096.72	1991.83	192.131	991.018	1958.07	219.225	887.147
